Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V SE,Honda,2011 Honda CR-V,2011,180,161
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V SE 4WD,Honda,2011 Honda CR-V,2011,180,161
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V EX,Honda,2011 Honda CR-V,2011,180,161
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V EX 4WD,Honda,2011 Honda CR-V,2011,180,161
142,202,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Honda CR-V EX-L,Honda,2011 Honda CR-V,2011,180,161
142,202,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2011 Honda CR-V EX-L 4WD,Honda,2011 Honda CR-V,2011,180,161
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger SXT,Dodge,2010 Dodge Avenger,2010,173,166
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger Express,Dodge,2010 Dodge Avenger,2010,173,166
216,241,32,Front-wheel drive,Dodge 2.4L 4 Cylinder 173 hp 166 ft-lbs,TRUE,4,4 Speed Automatic,21,Gasoline,30,Automatic transmission,2010 Dodge Avenger R/T,Dodge,2010 Dodge Avenger,2010,173,166
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V LX,Honda,2010 Honda CR-V,2010,180,161
142,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V LX 4WD,Honda,2010 Honda CR-V,2010,180,161
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V EX,Honda,2010 Honda CR-V,2010,180,161
142,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V EX 4WD,Honda,2010 Honda CR-V,2010,180,161
142,166,26,Front-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Honda CR-V EX-L,Honda,2010 Honda CR-V,2010,180,161
26,166,26,Four-wheel drive,Honda 2.4L 4 Cylinder 180 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,21,Gasoline,27,Automatic transmission,2010 Honda CR-V EX-L 4WD,Honda,2010 Honda CR-V,2010,180,161
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission,2010 Cadillac Escalade Hybrid,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,367
135,23,214,Rear-wheel drive,Cadillac 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic Select Shift,21,Gasoline,22,Automatic transmission,2010 Cadillac Escalade Hybrid Platinum,Cadillac,2010 Cadillac Escalade Hybrid,2010,332,367
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS,Cadillac,2010 Cadillac DTS,2010,275,295
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS Luxury,Cadillac,2010 Cadillac DTS,2010,275,295
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,23,Automatic transmission,2010 Cadillac DTS Premium,Cadillac,2010 Cadillac DTS,2010,275,295
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,22,Automatic transmission,2010 Cadillac DTS Platinum,Cadillac,2010 Cadillac DTS,2010,292,288
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Honda Element LX,Honda,2011 Honda Element,2011,166,161
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Honda Element LX 4WD,Honda,2011 Honda Element,2011,166,161
252,219,26,Front-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,20,Gasoline,25,Automatic transmission,2011 Honda Element EX,Honda,2011 Honda Element,2011,166,161
252,219,26,Four-wheel drive,Honda 2.4L 4 Cylinder 166 hp 161 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Honda Element EX 4WD,Honda,2011 Honda Element,2011,166,161
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Luxury,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Luxury AWD,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Performance,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Performance AWD,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Cadillac SRX Performance 2.8L Turbo AWD,Cadillac,2010 Cadillac SRX,2010,300,295
132,225,118,Front-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Cadillac SRX Premium,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,All-wheel drive,Cadillac 3L 6 Cylinder 265 hp 223 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,23,Automatic transmission,2010 Cadillac SRX Premium AWD,Cadillac,2010 Cadillac SRX,2010,265,223
132,225,118,All-wheel drive,Cadillac 2.8L 6 Cylinder 300 hp 295 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,22,Automatic transmission,2010 Cadillac SRX Premium 2.8L Turbo AWD,Cadillac,2010 Cadillac SRX,2010,300,295
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade AWD,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Luxury,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade Luxury AWD,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Premium,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,All-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,14,Automatic transmission,2011 Cadillac Escalade Premium AWD,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,Rear-wheel drive,Cadillac 6.2L 8 Cylinder 403 hp 417 ft-lbs FFV,TRUE,6,6 Speed Automatic Select Shift,10,E85,15,Automatic transmission,2011 Cadillac Escalade Platinum,Cadillac,2011 Cadillac Escalade,2011,403,417
135,23,214,All-wheel drive,,TRUE,6,6 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Cadillac Escalade Platinum AWD,Cadillac,2011 Cadillac Escalade,2011,403,417
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Xterra Pro-4X,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Nissan Xterra X,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra X 4x4,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra Pro-4X AT,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,16,Gasoline,22,Automatic transmission,2011 Nissan Xterra S,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Xterra S 4x4,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Xterra S 4x4 AT,Nissan,2011 Nissan Xterra,2011,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra S 4x4,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra SE 4x4,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra SE,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra X,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra X 4x4,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Xterra X 4x4 AT,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra X AT,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Xterra Off-Road,Nissan,2010 Nissan Xterra,2010,261,281
110,186,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,21,Automatic transmission,2010 Nissan Xterra S,Nissan,2010 Nissan Xterra,2010,261,281
139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,TRUE,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Nissan Altima Coupe 2.5 S MT,Nissan,2012 Nissan Altima Coupe,2012,175,180
139,242,3,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,27,Manual transmission,2012 Nissan Altima Coupe 3.5 SR MT,Nissan,2012 Nissan Altima Coupe,2012,270,258
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,16,Gasoline,25,Manual transmission,2010 BMW 535i xDrive Sedan,BMW,2010 BMW 5 Series Sedan,2010,300,300
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,27,Automatic transmission,2010 BMW 528i Sedan AT,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200
188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,15,Gasoline,23,Automatic transmission,2010 BMW 550i Sedan AT,BMW,2010 BMW 5 Series Sedan,2010,360,360
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,28,Manual transmission,2010 BMW 528i Sedan,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 535i xDrive Sedan AT,BMW,2010 BMW 5 Series Sedan,2010,300,300
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 528i xDrive Sedan AT,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200
188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2010 BMW 550i Sedan,BMW,2010 BMW 5 Series Sedan,2010,360,360
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2010 BMW 528i xDrive Sedan,BMW Motorrad,2010 BMW 5 Series Sedan,2010,230,200
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,26,Automatic transmission,2010 BMW 535i Sedan AT,BMW,2010 BMW 5 Series Sedan,2010,300,300
188,245,54,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,17,Gasoline,26,Manual transmission,2010 BMW 535i Sedan,BMW,2010 BMW 5 Series Sedan,2010,300,300
24,172,118,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2010 Mercedes-Benz ML550 4MATIC,Mercedes,2010 Mercedes-Benz M-Class,2010,382,391
24,172,118,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,18,Diesel fuel,25,Automatic transmission,2010 Mercedes-Benz ML350 BlueTEC,Mercedes,2010 Mercedes-Benz M-Class,2010,210,400
24,172,158,All-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 503 hp 465 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,11,Gasoline,15,Automatic transmission,2010 Mercedes-Benz ML63 AMG,Mercedes-AMG,2010 Mercedes-Benz M-Class,2010,503,465
24,172,118,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,15,Gasoline,20,Automatic transmission,2010 Mercedes-Benz ML350 4MATIC,Mercedes,2010 Mercedes-Benz M-Class,2010,268,258
24,172,118,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,21,Automatic transmission,2010 Mercedes-Benz ML350,Mercedes,2010 Mercedes-Benz M-Class,2010,268,258
24,172,118,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,16,Gasoline,20,Automatic transmission,2011 Mercedes-Benz ML350,Mercedes,2011 Mercedes-Benz M-Class,2011,268,258
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 535i xDrive Sedan AT,Mercedes,2010 BMW 5 Series Sedan,2011,300,300
24,172,118,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic Select Shift,18,Diesel fuel,25,Automatic transmission,2011 Mercedes-Benz ML350 BlueTEC,Mercedes,2011 Mercedes-Benz M-Class,2011,210,400
200,245,54,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2010 BMW 528i xDrive Sedan AT,BMW Motorrad,2010 BMW 5 Series Sedan,2011,230,200
24,172,118,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,13,Gasoline,18,Automatic transmission,2011 Mercedes-Benz ML550 4MATIC,Mercedes,2011 Mercedes-Benz M-Class,2011,382,391
188,245,54,Rear-wheel drive,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2010 BMW 550i Sedan,BMW,2010 BMW 5 Series Sedan,2011,360,360
221,222,254,Front-wheel drive,Nissan 2.5L 4 cylinder 200 hp 180 ft-lbs,TRUE,6,6 Speed Manual,21,Gasoline,28,Manual transmission,2012 Nissan Sentra SE-R Spec V,Nissan,2012 Nissan Sentra,2012,200,180
231,214,254,Front-wheel drive,Nissan 2.0L 4 cylinder 140 hp 147 ft-lbs,TRUE,6,6 Speed Manual,24,Gasoline,31,Manual transmission,2012 Nissan Sentra 2.0,Nissan,2012 Nissan Sentra,2012,140,147
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,4,4 Speed Automatic,24,Gasoline,32,Automatic transmission,2012 Nissan Versa Hatchback 1.8 S AT,Nissan,2012 Nissan Versa Hatchback,2012,122,127
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,TRUE,6,6 Speed Manual,26,Gasoline,31,Manual transmission,2012 Nissan Versa Hatchback 1.8 S,Nissan,2012 Nissan Versa Hatchback,2012,122,127
229,221,191,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2011 Toyota Sienna,Toyota,2011 Toyota Sienna,2011,187,186
214,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna 3.5L,Toyota,2011 Toyota Sienna,2011,266,245
229,221,191,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,TRUE,6,6 Speed Automatic Select Shift,19,Gasoline,24,Automatic transmission,2011 Toyota Sienna LE,Toyota,2011 Toyota Sienna,2011,187,186
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna LE 3.5L,Toyota,2011 Toyota Sienna,2011,266,245
19,221,191,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Toyota Sienna LE 3.5L AWD,Toyota,2011 Toyota Sienna,2011,266,245
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna LE Mobility Auto Access,Toyota,2011 Toyota Sienna,2011,266,245
208,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna SE,Toyota,2011 Toyota Sienna,2011,266,245
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna XLE,Toyota,2011 Toyota Sienna,2011,266,245
19,221,191,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Toyota Sienna XLE AWD,Toyota,2011 Toyota Sienna,2011,266,245
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna XLE Mobility Auto Access,Toyota,2011 Toyota Sienna,2011,266,245
3,221,191,Front-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,18,Gasoline,24,Automatic transmission,2011 Toyota Sienna Limited,Toyota,2011 Toyota Sienna,2011,266,245
19,221,191,All-wheel drive,Toyota 3.5L 6 Cylinder 266hp 245 ft-lbs.,TRUE,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Toyota Sienna Limited AWD,Toyota,2011 Toyota Sienna,2011,266,245
183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,6,6 Speed Manual,15,Gasoline,22,Manual transmission,2011 BMW 550i Sedan,BMW,2011 BMW 5 Series Sedan,2011,400,450
183,40,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,20,Gasoline,30,Automatic transmission,2011 BMW 535i Sedan AT,BMW,2011 BMW 5 Series Sedan,2011,300,300
183,40,67,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,TRUE,6,6 Speed Manual,19,Gasoline,28,Manual transmission,2011 BMW 535i Sedan,BMW,2011 BMW 5 Series Sedan,2011,300,300
183,40,67,Rear-wheel drive,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,TRUE,8,8 Speed Automatic Select Shift,17,Gasoline,25,Automatic transmission,2011 BMW 550i Sedan AT,BMW,2011 BMW 5 Series Sedan,2011,400,450
233,103,158,Front-wheel drive,Nissan 1.6L 4 Cylinder 109 hp 107 ft-lbs,TRUE,5,5 Speed Manual,27,Gasoline,36,Manual transmission,2012 Nissan Versa Sedan 1.6 S,Nissan,2012 Nissan Versa Sedan,2012,109,107
17,230,22,Rear-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,14,Gasoline,22,Automatic transmission,2011 Mercedes-Benz SL550,Mercedes,2011 Mercedes-Benz SL-Class,2011,382,391
17,240,22,Rear-wheel drive,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,TRUE,7,7 Speed Automatic Select Shift,12,Gasoline,19,Automatic transmission,2011 Mercedes-Benz SL63 AMG,AMG,2011 Mercedes-Benz SL-Class,2011,518,465
17,240,22,Rear-wheel drive,Mercedes-AMG 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,TRUE,5,5 Speed Automatic Select Shift,12,Gasoline,18,Automatic transmission,2011 Mercedes-Benz SL65 AMG,Mercedes-AMG,2011 Mercedes-Benz SL-Class,2011,604,738
17,6,252,Rear-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 228 hp 221 ft-lbs,TRUE,6,6 Speed Manual,18,Gasoline,26,Manual transmission,2010 Mercedes-Benz SLK300,Mercedes,2010 Mercedes-Benz SLK-Class,2010,228,221
17,6,252,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 300 hp 265 ft-lbs,TRUE,7,7 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Mercedes-Benz SLK350,Mercedes-Benz,2010 Mercedes-Benz SLK-Class,2010,300,265
